Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.7279","KB219_04225",,,,"OccK5/OpdH","Outer membrane low permeability porin, OprD family => OccK5/OpdH tricarboxylate","Outer membrane low permeability porin, OprD family => OccK5/OpdH tricarboxylate","protein modulating permeability to antibiotic","Multiple antibiotic resistance",,"17114261",,,,
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.4527","ERJ99_033450",,"VFG002075","Pseudomonas aeruginosa PAO1","tssG","T6SS component TssG (ImpH/VasB)",,"Effector delivery system",,,,100,100,99,"1e-209"
"BLAT","Virulence Factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5175","IEG03_25290",,"VFG044081","Pseudomonas aeruginosa PAO1","pvcC","4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.14.9)",,"",,,,100,100,99,"1e-296"
"BLAT","Virulence Factor","VFDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.2075","ACFX5B_17955",,"VFG000148","Pseudomonas aeruginosa PAO1","exoT","hypothetical protein",,"Toxin,Type III translocated protein,Intracellular toxin,ADP-ribosyltransferase and GTPase activating",,,,100,100,99,"1e-255"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3826","RBB72_18545",,"Q9HZ58","Pseudomonas aeruginosa strain ATCC 15692","gltS","Sodium/glutamate symporter",,"2.A.27.1.3",,,,100,100,99,"1e-230"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.1839",,,"VFG041013","Pseudomonas aeruginosa PAO1",,"T6SS component Hcp",,"Effector delivery system",,,,47,100,100,"1e-40"
"BLAT","Virulence Factor","Victors","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.3479","ACFX5B_03300",,"15598194","Pseudomonas aeruginosa PAO1","nqrB","Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.8)",,"",,,"14641575",100,100,100,"1e-240"
"K-mer Search","Antibiotic Resistance","PATRIC","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.117","ACFX5B_10040",,,,"TriABC-OpmH","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system","efflux pump conferring antibiotic resistance","Triclosan","triclosan","17720796",,,,
"BLAT","Antibiotic Resistance","NDARO","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.5341","ACFX5A_06520",,"WP_003082280.1","Pseudomonas",,"Fosfomycin resistance protein FosA","MULTISPECIES: FosA family fosfomycin resistance glutathione transferase","",,,,100,100,100,"9e-76"
"BLAT","Antibiotic Resistance","NDARO","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.1691","ACFX5C_32230",,"WP_063865154.1","Pseudomonas aeruginosa",,"Class A beta-lactamase (EC 3.5.2.6) => VEB family, extended-spectrum","class A extended-spectrum beta-lactamase VEB-14","",,,,23,100,100,"1e-33"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1853","RBB72_09060",,"VFG001231","Pseudomonas aeruginosa PAO1","chpA","still frameshift probable component of chemotactic signal transduction system",,"Adherence",,,,26,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1530","RBB72_07495",,"VFG001266","Pseudomonas aeruginosa PAO1","pchI","ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster @ Putative ABC iron siderophore transporter, fused permease and ATPase domains",,"Iron uptake,Siderophore",,,,62,97,99,"1e-198"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.5541","NDR77_21450",,"VFG000152","Pseudomonas aeruginosa PAO1","rhlR","N-butanoyl-L-homoserine lactone-binding transcriptional activator @ Acyl-homoserine lactone-binding transcriptional activator, LuxR family @ Transcriptional regulator RhlR",,"Biofilm",,,,100,100,100,"1e-140"
"BLAT","Antibiotic Resistance","CARD","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.1520","IEG03_07415",,"ADT64081.1","Pseudomonas aeruginosa PAK","mexS","Putative oxidoreductase",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"1e-195"
"BLAT","Virulence Factor","Victors","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2180",,,"15676067","Neisseria meningitidis MC58","tufA","Translation elongation factor Tu",,"",,,"11062540",45,83,86,"2e-89"
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3779",,,"Q9I3T2","Pseudomonas aeruginosa strain ATCC 15692",,"Uncharacterized MFS-type transporter",,"2.A.1.51.4",,,,64,90,98,"1e-142"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.7279","KB219_04225",,"Q9I5H4","Pseudomonas aeruginosa",,"Outer membrane low permeability porin, OprD family => OccK5/OpdH tricarboxylate","the outer membrane porin (opr) family.","1.B.25.1.10",,,"10984043",100,100,99,"1e-251"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.3017","OQ293_25290",,"626",,,"D-lactate dehydrogenase (EC 1.1.1.28)","vanH gene in vanB cluster","antibiotic target alteration","glycopeptide","vancomycin",,88,86,40,"6.78611e-63"
"BLAT","Virulence Factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.4871","KB219_12885",,"VFG015503","Pseudomonas aeruginosa PAO1","phzA1","Phenazine biosynthesis protein PhzA",,"",,,,90,90,97,"8e-85"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.6766","KB219_19500",,"Q9I3T2","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Uncharacterized MFS-type transporter","the major facilitator superfamily (mfs).","2.A.1.51.4",,,,100,100,99,"1e-226"
"K-mer Search","Antibiotic Resistance","PATRIC","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.561","ERJ99_021405",,,,"folA, Dfr","Dihydrofolate reductase (EC 1.5.1.3)","Dihydrofolate reductase (EC 1.5.1.3)","antibiotic target in susceptible species","Diaminopyrimidines","trimethoprim;brodimoprim;tetroxoprim;iclaprim","20169085;25288078",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.3061","ACFX5C_19675",,,,"EmrAB-TolC","Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)","Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines","nalidixic acid","1409590",,,,
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.1529","ERJ99_025045",,"O30494","Pseudomonas fluorescens","ugpC","Various polyols ABC transporter, ATP-binding protein","the atp-binding cassette (abc) superfamily.","3.A.1.1.49",,,,80,79,80,"1e-132"
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5870","ERJ99_013745",,"VFG041012","Pseudomonas aeruginosa PAO1",,"VgrG protein",,"Effector delivery system",,,,90,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1854","RBB72_09065",,"VFG001231","Pseudomonas aeruginosa PAO1","chpA","still frameshift probable component of chemotactic signal transduction system",,"Adherence",,,,32,100,97,"0.0"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.6242",,,"P32722","Pseudomonas aeruginosa",,"Outer membrane low permeability porin, OprD family => OccD1/OprD basic amino acids, carbapenem uptake","the outer membrane porin (opr) family.","1.B.25.1.1",,,"10984043;1339257;1427017;2118530;8012497;8843159;9636669",68,96,95,"1e-170"
"BLAT","Virulence Factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5237","OQ293_08460",,"VFG014148","Pseudomonas aeruginosa PAO1","flgB","Flagellar basal-body rod protein FlgB",,"",,,,100,100,99,"5e-70"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.1534","IEG03_07485",,"B7V849","Pseudomonas aeruginosa strain LESB58",,"Outer membrane low permeability porin, OprD family => OccD4/OpdT tyrosine",,"1.B.25.1.32",,,,100,100,99,"1e-269"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.1594","OQ293_21510",,"VFG041014","Pseudomonas aeruginosa PAO1","tssA","T6SS component TssA (ImpA)",,"Effector delivery system",,,,100,100,100,"1e-305"
"BLAT","Virulence Factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.4310","OQ293_05155",,"VFG015509","Pseudomonas aeruginosa PAO1","phzC1","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II PhzC (EC 2.5.1.54)",,"",,,,68,100,99,"1e-160"
"BLAT","Virulence Factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.6298",,,"VFG015509","Pseudomonas aeruginosa PAO1","phzC1","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II PhzC (EC 2.5.1.54)",,"",,,,9,100,100,"2e-14"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.415","RBB72_02010",,"VFG041037","Pseudomonas aeruginosa PAO1","tssB","T6SS component TssB (ImpB/VipA)",,"Effector delivery system",,,,100,100,100,"3e-98"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.5156","ACFX5C_27265",,"Q9I403","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Glutamate/aspartate ABC transporter, permease protein GltJ (TC 3.A.1.3.4)","the atp-binding cassette (abc) superfamily.","3.A.1.3.22",,,,100,100,100,"1e-140"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.2791","OQ293_24190",,"VFG000128","Pseudomonas aeruginosa PAO1","algX","Alginate O-acetyltransferase AlgX, periplasmic",,"Biofilm",,,,100,100,99,"1e-280"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.3155","NDR77_14510",,"Q87WH4","Pseudomonas syringae pv. tomato",,"Osmoprotectant ABC transporter, permease protein OsmW",,"3.A.1.12.10",,,,99,97,81,"7e-93"
"BLAT","Transporter","TCDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.990","ACFX5A_12695",,"P18275","Pseudomonas aeruginosa","arcD","Arginine/ornithine antiporter ArcD","the amino acid-polyamine-organocation (apc) family.","2.A.3.2.3",,,"10984043;1311296;2158926",100,100,100,"1e-277"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5267","OQ293_08610",,"VFG001251","Pseudomonas aeruginosa PAO1","fliF","Flagellar M-ring protein FliF",,"Motility",,,,100,100,100,"0.0"
"BLAT","Virulence Factor","Victors","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5656","IEG03_27670",,"116049953","Pseudomonas aeruginosa UCBPP-PA14","PA14_38610","Short-chain fatty acids transporter",,"",,,"18591226",100,100,100,"1e-274"
"BLAT","Drug Target","DrugBank","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.2882",,,"Q7DC80","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","phzD1","2-amino-2-deoxy-isochorismate hydrolase PhzD (EC 3.-.-.-)","Formic Acid;Isochorismic Acid","Drug target",,,,51,100,100,"2e-56"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.5065","NDR77_19865",,"Q9I6X4","Pseudomonas aeruginosa","triC","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.27",,,"10984043",100,100,100,"0.0"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.4669","KB219_01655",,"VFG001249","Pseudomonas aeruginosa PAO1","fleR","Flagellar two-component response regulator FleR",,"Motility",,,,100,100,99,"1e-269"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.3683","NDR77_15430",,"172",,"oprN","Multidrug efflux system, outer membrane factor lipoprotein => OprN of MexEF-OprN system","OprN","antibiotic efflux","fluoroquinolone; diaminopyrimidine; phenicol","ciprofloxacin;trimethoprim;chloramphenicol;norfloxacin",,100,100,100,"0"
"BLAT","Virulence Factor","Victors","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.723","IEG03_03505",,"116049673","Pseudomonas aeruginosa UCBPP-PA14","pscJ","Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)",,"",,,"11867744",100,100,100,"1e-134"
"BLAT","Drug Target","TTD","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.6933","KB219_20320",,"T65978",,"mvfR","Multiple virulence factor regulator MvfR/PqsR",,,,,,19,98,98,"3e-30"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2165","RBB72_10540",,"1329",,,"Aminoglycoside 4'-nucleotidyltransferase (EC 2.7.7.-) => ANT(4')-II","ANT(4')-IIb","antibiotic inactivation","aminoglycoside","amikacin;tobramycin;isepamicin",,100,100,90,"1.74985e-164"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1726","RBB72_08465",,"Q59647","Pseudomonas aeruginosa strain ATCC 15692","norB","Nitric-oxide reductase subunit B (EC 1.7.99.7)",,"3.D.4.10.3",,,,100,100,99,"1e-276"
"BLAT","Virulence Factor","Victors","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.3181","ACFX5B_22205",,"15599310","Pseudomonas aeruginosa","PA4115","Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase PpnN (EC 3.2.2.4) (EC 3.2.2.10)",,"",,,"14641575",100,100,99,"1e-271"
"BLAT","Virulence Factor","Victors","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.4738","RBB72_22975",,"15600634","Pseudomonas aeruginosa","PA5441","hypothetical protein",,"",,,"14641575",82,100,98,"0.0"
"BLAT","Virulence Factor","VFDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.4819","ACFX5C_04475",,"VFG000145","Pseudomonas aeruginosa PAO1","lasA","LasA protease precursor",,"Protease,Serine protease",,,,100,100,98,"1e-245"
"BLAT","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3817","RBB72_18500",,"NP_251858.1","Pseudomonas aeruginosa PAO1","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.4383","ACFX5C_24315",,"Q9HZ58","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","gltS","Sodium/glutamate symporter","the glutamate:na(+) symporter (ess) family.","2.A.27.1.3",,,,100,100,99,"1e-231"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.4023","RBB72_19505",,"626",,,"D-lactate dehydrogenase (EC 1.1.1.28)","vanH gene in vanB cluster","antibiotic target alteration","glycopeptide","vancomycin",,88,86,40,"6.78611e-63"
"K-mer Search","Antibiotic Resistance","PATRIC","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.3517","OQ293_03910",,,,"OccD7/OpdB","Outer membrane low permeability porin, OprD family => OccD7/OpdB proline","Outer membrane low permeability porin, OprD family => OccD7/OpdB proline","protein modulating permeability to antibiotic","Multiple antibiotic resistance",,"15687295",,,,
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.2094","ERJ99_026955",,"VFG001227","Pseudomonas aeruginosa PAO1",,"type IV pili signal transduction protein PilI",,"Adherence",,,,100,100,100,"1e-101"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.4510","ERJ99_033355",,"661",,,"Subclass B1 beta-lactamase (EC 3.5.2.6) => VIM family","VIM-5","antibiotic inactivation","carbapenem; cephalosporin; cephamycin; penam; penem",,,100,100,100,"0"
"BLAT","Virulence Factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.2569","KB219_08205",,"VFG000185","Pseudomonas aeruginosa PAO1","pscU","Type III secretion inner membrane protein (YscU,SpaS,EscU,HrcU,SsaU, homologous to flagellar export components)",,"Secretion system,Type III secretion system",,,,100,100,99,"1e-193"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.4703","KB219_01815",,"1222",,,"Fosfomycin resistance protein FosA","FosA","antibiotic inactivation","phosphonic acid","fosfomycin",,100,100,100,"1.82558e-97"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.3992","OQ293_28130",,"1042",,"catB","Chloramphenicol O-acetyltransferase (EC 2.3.1.28) => CatB family","Pseudomonas aeruginosa catB7","antibiotic inactivation","phenicol","azidamfenicol;chloramphenicol;thiamphenicol",,100,100,98,"6.13781e-160"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.5928","RBB72_28775",,"Q9ZNG9","Pseudomonas aeruginosa",,"Multidrug efflux system, membrane fusion component => MexX of of MexXY/AxyXY","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.21",,,"10889211;10952562;10984043;11114896;15253424;15507433;15797729;7968531;8226684;8540696;9401051;9603892;9925549",15,84,98,"1e-25"
"BLAT","Drug Target","DrugBank","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.5602","ACFX5B_07165",,"Q9HUR5","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","opdK","Outer membrane low permeability porin, OprD family => OccK1/OpdK benzoate/histidine, carbenicillin and cefoxitin uptake","(Hydroxyethyloxy)Tri(Ethyloxy)Octane","Drug target",,,,100,100,99,"1e-247"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.6767","NDR77_25405",,"VFG002060","Pseudomonas aeruginosa PAO1","ppkA","T6SS Serine/threonine protein kinase (EC 2.7.11.1) PpkA",,"Effector delivery system",,,,63,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.1447","ERJ99_024660",,,,"MexPQ-OpmE","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system","efflux pump conferring antibiotic resistance","Carbapenems, Phenicol antibiotics, Diaminopyrimidines, Acridine dye, Tetracyclines, Macrolides","acriflavin;chloramphenicol;erythromycin;imipenem;kitasamycin;rokitamycin;tetracycline;thiamphenicol;trimethoprim","16301811",,,,
"BLAT","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.6590","RBB72_32000",,"AAG07064.1","Pseudomonas aeruginosa PAO1","mexK","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexK of MexJK-OprM/OpmH system",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.3591","ACFX5C_21350",,"B7V849","Pseudomonas aeruginosa (strain LESB58)",,"Outer membrane low permeability porin, OprD family => OccD4/OpdT tyrosine","the outer membrane porin (opr) family.","1.B.25.1.32",,,,100,100,99,"1e-269"
"BLAT","Virulence Factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.1815","KB219_27975",,"VFG000131","Pseudomonas aeruginosa PAO1","algJ","Alginate O-acetyltransferase AlgJ, inner membrane",,"Antiphagocytosis,Serum resistance",,,,100,100,100,"1e-230"
"BLAT","Virulence Factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.2429","IEG03_11905",,"VFG001259","Pseudomonas aeruginosa PAO1","fliP","Flagellar biosynthesis protein FliP",,"Adherence,Motility",,,,100,100,100,"1e-136"
"K-mer Search","Antibiotic Resistance","PATRIC","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.6609","IEG03_32200",,,,"QacE","Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds","Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds","efflux pump conferring antibiotic resistance","Quaternary ammonium compounds",,,,,,
"BLAT","Antibiotic Resistance","CARD","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3848","ERJ99_009395",,"ACQ82806.1","Pseudomonas aeruginosa","PDC-2","Class C beta-lactamase (EC 3.5.2.6) => PDC family",,"antibiotic inactivation enzyme,beta-lactam resistance gene",,,,100,100,99,"1e-233"
"BLAT","Virulence Factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.4635","OQ293_29705",,"VFG000174","Pseudomonas aeruginosa PAO1","xcpZ","General secretion pathway protein M",,"Secretion system,Type II secretion system",,,,100,100,100,"3e-93"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.2399","IEG03_11755",,"Q9I3N5","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE","the putative heme handling protein (hhp) family.","9.B.14.2.4",,,,99,100,100,"1e-149"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1029","NDR77_09325",,"P72121","Pseudomonas aeruginosa",,"TonB-dependent receptor","the outer membrane receptor (omr) family.","1.B.14.4.1",,,"10984043;8760927",99,100,99,"0.0"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.3576","OQ293_04200",,"P0AFD6","Escherichia coli","nuoI","NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)","the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.","3.D.1.1.1",,,"11997136;12718520;15919996;15996109;16079137;16738553;7607227;7690854;8157582;8366049;9205837;9278503;9298646",93,92,86,"2e-85"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.737","IEG03_03575",,"Q9I323","Pseudomonas aeruginosa.","popD","Type III secretion host injection and negative regulator protein (YopD)",,"1.C.36.2.2",,,,100,100,98,"1e-156"
"BLAT","Virulence Factor","Victors","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.2051","OQ293_01515",,"15599071","Pseudomonas aeruginosa PAO1","narK2","Nitrate/nitrite transporter NarK/U",,"",,,"14641575",100,100,99,"1e-282"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.1844","OQ293_00495",,"2206",,"mexK","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexK of MexJK-OprM/OpmH system","MexK","antibiotic efflux","macrolide; tetracycline; disinfecting agents and antiseptics","erythromycin;tetracycline;triclosan",,100,100,99,"0"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5243","OQ293_08490",,"VFG001241","Pseudomonas aeruginosa PAO1","flgH","Flagellar L-ring protein FlgH",,"Motility",,,,100,100,99,"1e-130"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.6453","RBB72_31335",,"1643",,,"UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)","arnA","antibiotic target alteration","peptide","polymyxin B",,44,98,98,"0"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5318","OQ293_08855",,"P11439","Pseudomonas aeruginosa","toxA","hypothetical protein","the pseudomonas exotoxin a (p-exoa) family.","1.C.73.1.1",,,"10600112;10984043;2118903;2170123;2885323;6201861;7568123;8692916",100,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.5169","ACFX5B_28700",,"VFG000120","Pseudomonas aeruginosa PAO1","algZ","Alginate biosynthesis two-component system sensor histidine kinase AlgZ/FimS",,"Antiphagocytosis,Serum resistance",,,,100,100,100,"1e-204"
"BLAT","Drug Target","TTD","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.6634","ERJ99_016080",,"T85801",,,"Phosphoglucomutase (EC 5.4.2.2) @ Phosphomannomutase (EC 5.4.2.8)",,,,,,100,60,100,"1e-272"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.3254","ACFX5C_20635",,"P32705","Escherichia coli",,"Acetate permease ActP (cation/acetate symporter)","the solute:sodium symporter (sss) family.","2.A.21.7.2",,,"14563880;15919996;16079137;16738553;8265357;9278503",95,95,82,"1e-250"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3203","ERJ99_008330",,"1523",,"mexD","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexD of MexCD-OprJ system","MexD","antibiotic efflux","macrolide; fluoroquinolone; aminoglycoside; cephalosporin; penam; tetracycline; aminocoumarin; diaminopyrimidine; phenicol","erythromycin;gentamicin C;tetracycline;novobiocin;trimethoprim;chloramphenicol;ofloxacin;gentamicin",,100,100,95,"0"
